S	BETX	BETY	DX	DPX	ALFX	ALFY	MUX	MUY
-5.45	20.5702877	11.1037941	-0.006904949	2.49E-07	3.491035938	0.820896745	-0.20605853	-0.109503601
-5.44	20.5005188	11.08738899	-0.006904947	2.49E-07	3.484623432	0.819388986	-0.205980806	-0.109360073
-5.43	20.43090439	11.07101822	-0.006904944	2.49E-07	3.478214026	0.817881942	-0.205903081	-0.109216426
-5.42	20.36141968	11.05467987	-0.006904942	2.49E-07	3.471803665	0.816374719	-0.205825118	-0.109072541
-5.41	20.29203224	11.03836441	-0.006904939	2.48E-07	3.465391636	0.81486702	-0.205746917	-0.108928417
-5.4	20.22280121	11.02208519	-0.006904937	2.48E-07	3.458981991	0.813359916	-0.205668001	-0.108784173
-5.39	20.15367126	11.00582886	-0.006904935	2.48E-07	3.452569485	0.811852217	-0.205589322	-0.108639692
-5.38	20.08469391	10.98961067	-0.006904932	2.48E-07	3.446159363	0.810344935	-0.205510406	-0.108495091
-5.37	20.01581955	10.97341442	-0.006904929	2.48E-07	3.439746857	0.808837175	-0.205431012	-0.108350013
-5.36	19.94709969	10.95725441	-0.006904926	2.48E-07	3.433337212	0.807329893	-0.205351381	-0.108204935
-5.35	19.878479	10.94111919	-0.006904924	2.48E-07	3.426924706	0.805822074	-0.205271272	-0.1080595
-5.34	19.81001663	10.92502022	-0.006904922	2.48E-07	3.420514822	0.804314792	-0.20519164	-0.107913946
-5.33	19.74168015	10.90895081	-0.006904919	2.48E-07	3.414105177	0.80280745	-0.205110816	-0.107768272
-5.32	19.67344475	10.8929081	-0.006904916	2.48E-07	3.407692671	0.801299691	-0.205029992	-0.10762224
-5.31	19.60536766	10.87689877	-0.006904914	2.48E-07	3.401283026	0.799792409	-0.204949407	-0.10747609
-5.3	19.53738785	10.86091423	-0.006904911	2.48E-07	3.39487052	0.798284471	-0.204867629	-0.107329582
-5.29	19.46956825	10.84496689	-0.006904909	2.48E-07	3.388460875	0.796777248	-0.204786329	-0.107182954
-5.28	19.40185165	10.82904339	-0.006904907	2.48E-07	3.382048607	0.795269489	-0.204704551	-0.107036208
-5.27	19.33428574	10.81315517	-0.006904905	2.48E-07	3.375638962	0.793762326	-0.204622297	-0.106889103
-5.26	19.26682281	10.79729271	-0.006904902	2.48E-07	3.369226933	0.792254567	-0.204539804	-0.106741761
-5.25	19.1995163	10.78146648	-0.0069049	2.48E-07	3.362817287	0.790747404	-0.204457311	-0.10659418
-5.24	19.13233948	10.76566887	-0.006904897	2.48E-07	3.356407881	0.789240241	-0.204373865	-0.106446479
-5.23	19.06526184	10.74989605	-0.006904895	2.48E-07	3.34999609	0.787732482	-0.204290656	-0.10629854
-5.22	18.99834061	10.73416042	-0.006904893	2.48E-07	3.343586445	0.786225319	-0.204206972	-0.106150483
-5.21	18.93151855	10.71844769	-0.00690489	2.48E-07	3.337174177	0.78471756	-0.204123048	-0.106002067
-5.2	18.86485291	10.70277214	-0.006904887	2.48E-07	3.330764532	0.783210397	-0.204039125	-0.105853413
-5.19	18.79828644	10.68712044	-0.006904885	2.48E-07	3.324352741	0.781702638	-0.203954248	-0.10570464
-5.18	18.73187637	10.67150307	-0.006904882	2.48E-07	3.317943096	0.780195355	-0.203869371	-0.105555628
-5.17	18.66559219	10.65591621	-0.00690488	2.48E-07	3.311532736	0.778688192	-0.203784255	-0.105406378
-5.16	18.59941101	10.64035416	-0.006904877	2.48E-07	3.305120468	0.777180374	-0.203698663	-0.105256771
-5.15	18.53338242	10.62482834	-0.006904874	2.48E-07	3.298710585	0.775673091	-0.203613309	-0.105107163
-5.14	18.46745682	10.60932636	-0.006904872	2.48E-07	3.292298079	0.774165273	-0.203527002	-0.104957198
-5.13	18.40168381	10.59386063	-0.00690487	2.48E-07	3.285888434	0.77265805	-0.203440933	-0.104806994
-5.12	18.33601379	10.57841873	-0.006904868	2.48E-07	3.279475927	0.771150112	-0.20335391	-0.10465679
-5.11	18.27049637	10.56301212	-0.006904864	2.48E-07	3.273066282	0.76964283	-0.203267125	-0.10450611
-5.1	18.20508575	10.54763031	-0.006904863	2.48E-07	3.266653776	0.768135011	-0.203179626	-0.104355429
-5.09	18.13982582	10.53228569	-0.00690486	2.48E-07	3.260243893	0.766627729	-0.203092126	-0.10420451
-5.08	18.07469368	10.51696968	-0.006904857	2.48E-07	3.253833532	0.765120506	-0.20300415	-0.104053114
-5.07	18.00966454	10.50167847	-0.006904855	2.48E-07	3.247421026	0.763612628	-0.202916173	-0.103901719
-5.06	17.94479179	10.48642349	-0.006904852	2.48E-07	3.241011143	0.762105346	-0.202827482	-0.103750084
-5.05	17.88002014	10.47119427	-0.006904849	2.48E-07	3.234598875	0.760597587	-0.20273879	-0.103598212
-5.04	17.81540108	10.45599842	-0.006904848	2.48E-07	3.228188992	0.759090304	-0.202649383	-0.103446101
-5.03	17.75088882	10.44082832	-0.006904845	2.48E-07	3.221776485	0.757582545	-0.202559976	-0.103293751
-5.02	17.68652725	10.42569447	-0.006904842	2.48E-07	3.21536684	0.756075263	-0.202470092	-0.103141282
-5.01	17.62226868	10.4105854	-0.00690484	2.48E-07	3.208954573	0.754567504	-0.202380208	-0.102988575
-5	17.5581665	10.39551163	-0.006904837	2.48E-07	3.202544689	0.753060222	-0.202289609	-0.102835511
-4.99	17.49419022	10.38046837	-0.006904834	2.48E-07	3.196135044	0.751552999	-0.20219901	-0.102682327
-4.98	17.43032074	10.36544895	-0.006904832	2.48E-07	3.189722776	0.75004524	-0.202107934	-0.102528904
-4.97	17.36660004	10.35046673	-0.00690483	2.48E-07	3.18331337	0.748538137	-0.202016143	-0.102375244
-4.96	17.30298615	10.33550835	-0.006904827	2.48E-07	3.176901341	0.747030258	-0.201924352	-0.102221344
-4.95	17.23952484	10.32058525	-0.006904825	2.48E-07	3.170491695	0.745523155	-0.201832084	-0.102067207
-4.94	17.17616844	10.30568695	-0.006904823	2.48E-07	3.164079666	0.744015336	-0.201739816	-0.101912831
-4.93	17.11296463	10.29082489	-0.006904821	2.48E-07	3.157670021	0.742508173	-0.201647071	-0.101758335
-4.92	17.0498867	10.27599335	-0.006904818	2.48E-07	3.151260376	0.74100101	-0.20155385	-0.101603602
-4.91	16.98691177	10.26118469	-0.006904815	2.48E-07	3.144848585	0.739493251	-0.201460389	-0.101448511
-4.9	16.92408943	10.24641323	-0.006904813	2.48E-07	3.138438702	0.737986028	-0.201366453	-0.101293419
-4.89	16.86137199	10.23166466	-0.006904811	2.48E-07	3.132026434	0.73647821	-0.201272277	-0.101137851
-4.88	16.79880524	10.21695232	-0.006904808	2.48E-07	3.125616789	0.734970987	-0.201177863	-0.100982164
-4.87	16.73634338	10.20226479	-0.006904805	2.48E-07	3.119204283	0.733463228	-0.201083211	-0.100826357
-4.86	16.67403412	10.18761349	-0.006904803	2.48E-07	3.112794399	0.731955946	-0.200987844	-0.100670193
-4.85	16.61182785	10.17298508	-0.006904801	2.48E-07	3.106382132	0.730448127	-0.200891761	-0.10051391
-4.84	16.54977226	10.15839386	-0.006904798	2.48E-07	3.099972248	0.728940904	-0.200796155	-0.100357388
-4.83	16.48784637	10.14383221	-0.006904795	2.48E-07	3.093562126	0.727433622	-0.200700073	-0.100200508
-4.82	16.42602539	10.12929535	-0.006904793	2.48E-07	3.087150097	0.725925863	-0.200603036	-0.10004351
-4.81	16.36435318	10.11479378	-0.00690479	2.48E-07	3.080739975	0.724418521	-0.200506238	-0.099886273
-4.8	16.3027916	10.100317	-0.006904787	2.48E-07	3.074327946	0.722910762	-0.200408487	-0.099728678
-4.79	16.24137878	10.08587646	-0.006904785	2.48E-07	3.067918301	0.721403539	-0.200310735	-0.099571083
-4.78	16.18007469	10.07146072	-0.006904782	2.48E-07	3.061506033	0.71989578	-0.200212507	-0.09941325
-4.77	16.11891747	10.05708122	-0.00690478	2.48E-07	3.055096149	0.718388498	-0.200113801	-0.09925506
-4.76	16.05786896	10.04272556	-0.006904778	2.48E-07	3.048683882	0.716880798	-0.200015096	-0.09909663
-4.75	15.99697113	10.02840424	-0.006904775	2.48E-07	3.042274475	0.715373635	-0.199915914	-0.098938082
-4.74	15.9362011	10.01411438	-0.006904773	2.48E-07	3.03586483	0.713866413	-0.199816017	-0.098779295
-4.73	15.87553692	9.999851227	-0.00690477	2.48E-07	3.029452801	0.712358654	-0.199715642	-0.09862027
-4.72	15.81502342	9.985620499	-0.006904768	2.48E-07	3.023043394	0.71085155	-0.19961503	-0.098461007
-4.71	15.75461483	9.971416473	-0.006904766	2.48E-07	3.016631603	0.709343672	-0.199514417	-0.098301505
-4.7	15.69435787	9.95724678	-0.006904763	2.48E-07	3.010221481	0.707836568	-0.199412851	-0.098141883
-4.69	15.63420486	9.943101883	-0.00690476	2.48E-07	3.003809452	0.70632875	-0.199311523	-0.097981785
-4.68	15.57420349	9.928993225	-0.006904758	2.48E-07	2.997399807	0.704821587	-0.19920948	-0.097821568
-4.67	15.514328	9.914915085	-0.006904756	2.48E-07	2.990989685	0.703314245	-0.199107198	-0.097661351
-4.66	15.45455933	9.900859833	-0.006904753	2.48E-07	2.984577894	0.701806486	-0.19900444	-0.097500657
-4.65	15.39494228	9.88684082	-0.00690475	2.48E-07	2.978167534	0.700299203	-0.198901204	-0.097339724
-4.64	15.33542919	9.872847557	-0.006904748	2.48E-07	2.971755505	0.698791385	-0.198797731	-0.097178791
-4.63	15.27606773	9.858887672	-0.006904746	2.48E-07	2.965345383	0.697284162	-0.19869378	-0.097017382
-4.62	15.21680832	9.844954491	-0.006904743	2.48E-07	2.958932877	0.695776343	-0.198589353	-0.096855853
-4.61	15.1577034	9.831055641	-0.006904741	2.48E-07	2.952522993	0.694269061	-0.198484687	-0.096694086
-4.6	15.09870148	9.817182541	-0.006904739	2.48E-07	2.946110725	0.692761183	-0.198379783	-0.096531962
-4.59	15.03985119	9.803344727	-0.006904736	2.48E-07	2.939700604	0.69125402	-0.198273925	-0.096369837
-4.58	14.9811306	9.789536476	-0.006904733	2.48E-07	2.933290958	0.689746618	-0.198167829	-0.096207355
-4.57	14.92251587	9.775753021	-0.006904731	2.48E-07	2.926878452	0.6882388	-0.198061256	-0.096044634
-4.56	14.86405087	9.762005806	-0.006904728	2.48E-07	2.920468092	0.686731517	-0.197954444	-0.095881794
-4.55	14.80569077	9.748281479	-0.006904726	2.48E-07	2.914055824	0.685223758	-0.197847394	-0.095718597
-4.54	14.7474823	9.734595299	-0.006904723	2.48E-07	2.907645941	0.683716476	-0.197739629	-0.09555528
-4.53	14.68938065	9.720932961	-0.006904721	2.48E-07	2.901233673	0.682208657	-0.197631387	-0.095391606
-4.52	14.63142967	9.707304955	-0.006904719	2.48E-07	2.89482379	0.680701435	-0.197523145	-0.095227812
-4.51	14.57358551	9.693704605	-0.006904716	2.48E-07	2.888411284	0.679193616	-0.197413949	-0.095063661
-4.5	14.51589203	9.680137634	-0.006904713	2.48E-07	2.882001638	0.677686393	-0.197304754	-0.09489951
-4.49	14.45832634	9.666601181	-0.00690471	2.48E-07	2.875591993	0.676179171	-0.197194604	-0.094734763
-4.48	14.40086651	9.653089523	-0.006904708	2.48E-07	2.869180203	0.674671412	-0.197083978	-0.094570135
-4.47	14.34355831	9.639614105	-0.006904706	2.48E-07	2.862770081	0.673164249	-0.196973829	-0.094405268
-4.46	14.28635693	9.626163483	-0.006904704	2.48E-07	2.85635829	0.671656489	-0.196862487	-0.094239925
-4.45	14.22930431	9.6127491	-0.0069047	2.48E-07	2.849948645	0.670149267	-0.196750907	-0.094074582
-4.44	14.17235851	9.599357605	-0.006904698	2.48E-07	2.843536854	0.668641508	-0.196638612	-0.093908761
-4.43	14.11556435	9.586003304	-0.006904695	2.48E-07	2.837127209	0.667134404	-0.196526079	-0.093742941
-4.42	14.05889416	9.572677612	-0.006904693	2.48E-07	2.830717564	0.665627241	-0.196413307	-0.093576764
-4.41	14.00233364	9.55937767	-0.006904691	2.48E-07	2.824305296	0.664119422	-0.196299819	-0.093410347
-4.4	13.94592285	9.546113968	-0.006904688	2.48E-07	2.817895651	0.6626122	-0.196185617	-0.093243693
-4.39	13.88961697	9.532873154	-0.006904686	2.48E-07	2.811483383	0.661104441	-0.196071653	-0.093077038
-4.38	13.83346081	9.519668579	-0.006904684	2.48E-07	2.8050735	0.659597158	-0.195956497	-0.092910026
-4.37	13.7774086	9.506487846	-0.00690468	2.48E-07	2.798661232	0.658089399	-0.19584134	-0.092742537
-4.36	13.72150803	9.493343353	-0.006904678	2.48E-07	2.792251349	0.656582117	-0.195725707	-0.092575048
-4.35	13.66571426	9.480224609	-0.006904676	2.48E-07	2.785838842	0.655074239	-0.195609359	-0.092407201
-4.34	13.61007118	9.467139244	-0.006904674	2.48E-07	2.779428959	0.653566957	-0.195492772	-0.092239235
-4.33	13.55455399	9.454084396	-0.006904671	2.48E-07	2.773019314	0.652059734	-0.195375709	-0.09207115
-4.32	13.49914455	9.441056252	-0.006904669	2.48E-07	2.766606808	0.650551915	-0.195258169	-0.091902588
-4.31	13.44388485	9.428062439	-0.006904665	2.48E-07	2.760196686	0.649044633	-0.195139913	-0.091733907
-4.3	13.38873291	9.415093422	-0.006904663	2.48E-07	2.753784657	0.647536814	-0.19502118	-0.091564868
-4.29	13.3337307	9.402160645	-0.006904661	2.48E-07	2.747374535	0.646029592	-0.194901733	-0.09139583
-4.28	13.2788372	9.389250755	-0.006904658	2.48E-07	2.740962744	0.644521773	-0.194782285	-0.091226433
-4.27	13.22409248	9.376379013	-0.006904656	2.48E-07	2.734553099	0.64301461	-0.194662361	-0.091056679
-4.26	13.16945553	9.363531113	-0.006904654	2.48E-07	2.728140831	0.641506851	-0.194541482	-0.090886806
-4.25	13.11496735	9.350718498	-0.006904651	2.48E-07	2.721731663	0.639999688	-0.194420843	-0.090716694
-4.24	13.06060696	9.337936401	-0.006904648	2.48E-07	2.715321541	0.638492525	-0.194299011	-0.090546463
-4.23	13.00635433	9.3251791	-0.006904646	2.48E-07	2.708909988	0.636984766	-0.194176702	-0.090375994
-4.22	12.95225334	9.312456131	-0.006904644	2.48E-07	2.702500105	0.635477543	-0.194054155	-0.090205167
-4.21	12.8982563	9.299760819	-0.006904641	2.48E-07	2.696088314	0.633969784	-0.193930892	-0.090034102
-4.2	12.84440899	9.287097931	-0.006904639	2.48E-07	2.689678669	0.632462621	-0.193807153	-0.089862917
-4.19	12.79066753	9.274460793	-0.006904637	2.48E-07	2.683266401	0.630954742	-0.193682937	-0.089691375
-4.18	12.73707581	9.261859894	-0.006904633	2.48E-07	2.676856756	0.629447579	-0.193558244	-0.089519595
-4.17	12.68361187	9.249287605	-0.006904631	2.48E-07	2.670446873	0.627940357	-0.193433074	-0.089347695
-4.16	12.6302557	9.236741066	-0.006904628	2.48E-07	2.664034605	0.626432538	-0.193307428	-0.089175557
-4.15	12.57704544	9.224229813	-0.006904626	2.48E-07	2.657624722	0.624925315	-0.193181304	-0.08900318
-4.14	12.52394676	9.211743355	-0.006904624	2.48E-07	2.651212215	0.623417497	-0.193054466	-0.088830326
-4.13	12.47099209	9.199291229	-0.006904622	2.48E-07	2.64480257	0.621910214	-0.192926912	-0.088657711
-4.12	12.41814804	9.186864853	-0.006904619	2.48E-07	2.638390064	0.620402336	-0.192799596	-0.088484381
-4.11	12.36545181	9.174473763	-0.006904616	2.48E-07	2.631979942	0.618895114	-0.19267085	-0.08831117
-4.1	12.3128624	9.162108421	-0.006904613	2.48E-07	2.625567675	0.617387235	-0.192542104	-0.088137482
-4.09	12.26042366	9.149777412	-0.006904611	2.48E-07	2.619157791	0.615879953	-0.192412404	-0.087963556
-4.08	12.20811081	9.137475967	-0.006904609	2.48E-07	2.612747669	0.61437273	-0.192281989	-0.08778951
-4.07	12.15590858	9.125201225	-0.006904607	2.48E-07	2.606335402	0.612864852	-0.192151574	-0.087615226
-4.06	12.10385418	9.112960815	-0.006904603	2.48E-07	2.599925518	0.611357689	-0.192019967	-0.087440823
-4.05	12.05190849	9.100744247	-0.006904601	2.48E-07	2.593512774	0.609849811	-0.191888837	-0.087265943
-4.04	12.00010872	9.088565826	-0.006904599	2.48E-07	2.587103367	0.608342528	-0.191756276	-0.087090944
-4.03	11.94842052	9.076411247	-0.006904596	2.48E-07	2.580690861	0.606834769	-0.191623239	-0.086915587
-4.02	11.89687729	9.064291954	-0.006904594	2.48E-07	2.574280977	0.605327487	-0.191489724	-0.086740111
-4.01	11.84544563	9.052197456	-0.006904591	2.48E-07	2.56786871	0.603819728	-0.191355733	-0.086564515
-4	11.79416084	9.040138245	-0.006904589	2.48E-07	2.561459065	0.602312505	-0.191220788	-0.086388563
-3.99	11.74300575	9.028108597	-0.006904586	2.48E-07	2.555049419	0.600805283	-0.191085843	-0.086212371
-3.98	11.69195938	9.016105652	-0.006904583	2.48E-07	2.548637152	0.599297524	-0.190949706	-0.086035941
-3.97	11.64105988	9.004137039	-0.006904582	2.48E-07	2.542227745	0.597790361	-0.190813569	-0.085859273
-3.96	11.59027004	8.992195129	-0.006904579	2.48E-07	2.535815716	0.596282601	-0.190676717	-0.085682486
-3.95	11.53962708	8.980286598	-0.006904576	2.48E-07	2.529406071	0.594775438	-0.190538911	-0.085505341
-3.94	11.48909378	8.968402863	-0.006904574	2.48E-07	2.522993803	0.593267739	-0.190400628	-0.085327958
-3.93	11.43870926	8.95655632	-0.006904571	2.48E-07	2.516584396	0.591760516	-0.190262107	-0.085150574
-3.92	11.38845062	8.944737434	-0.006904568	2.48E-07	2.510174513	0.590253353	-0.190122632	-0.084972833
-3.91	11.33830166	8.932945252	-0.006904567	2.48E-07	2.503762722	0.588745594	-0.189982442	-0.084794615
-3.9	11.28829956	8.921187401	-0.006904564	2.48E-07	2.4973526	0.587238371	-0.189841775	-0.084616516
-3.89	11.23840618	8.909456253	-0.006904562	2.48E-07	2.490940571	0.585730553	-0.189700393	-0.084437941
-3.88	11.18865871	8.897758484	-0.006904559	2.48E-07	2.484530926	0.58422339	-0.189558534	-0.084259127
-3.87	11.13902092	8.88608551	-0.006904557	2.48E-07	2.47811842	0.582715511	-0.18941596	-0.084080075
-3.86	11.08952999	8.874447823	-0.006904554	2.48E-07	2.471708536	0.581208229	-0.189272909	-0.083900903
-3.85	11.04014874	8.862835884	-0.006904551	2.48E-07	2.465296269	0.57970041	-0.189128904	-0.083721374
-3.84	10.99091339	8.851259232	-0.006904549	2.48E-07	2.458886147	0.578193128	-0.188984184	-0.083541725
-3.83	10.9418087	8.839712143	-0.006904547	2.48E-07	2.452476025	0.576685846	-0.188839225	-0.083361958
-3.82	10.89280987	8.828190804	-0.006904544	2.48E-07	2.446063757	0.575178027	-0.188693313	-0.083181713
-3.81	10.84396172	8.81670475	-0.006904542	2.48E-07	2.439653873	0.573670805	-0.188547162	-0.083001231
-3.8	10.79522133	8.805242539	-0.006904538	2.48E-07	2.433241606	0.572162986	-0.188399581	-0.082820509
-3.79	10.74662972	8.793816567	-0.006904536	2.48E-07	2.426832199	0.570655823	-0.188252	-0.082639788
-3.78	10.69814587	8.782416344	-0.006904534	2.48E-07	2.420419693	0.569147945	-0.188103704	-0.082458709
-3.77	10.64981079	8.771050453	-0.006904532	2.48E-07	2.414010286	0.567640781	-0.187954454	-0.082277392
-3.76	10.60158539	8.759710312	-0.006904529	2.48E-07	2.407598019	0.566133022	-0.187804727	-0.082095717
-3.75	10.55350685	8.74840641	-0.006904527	2.48E-07	2.401188612	0.564625859	-0.187654523	-0.081913923
-3.74	10.50555706	8.737130165	-0.006904524	2.48E-07	2.394778729	0.563118696	-0.187503127	-0.08173189
-3.73	10.45771694	8.725880623	-0.006904522	2.48E-07	2.388366938	0.561610937	-0.187351493	-0.081549619
-3.72	10.41002274	8.714666367	-0.00690452	2.48E-07	2.381957293	0.560103774	-0.187198905	-0.081367229
-3.71	10.36243916	8.703475952	-0.006904517	2.48E-07	2.375545263	0.558595955	-0.187045602	-0.081184243
-3.7	10.31500149	8.692321777	-0.006904515	2.48E-07	2.36913538	0.557088792	-0.186891584	-0.081001376
-3.69	10.26767349	8.681193352	-0.006904512	2.48E-07	2.362723589	0.555580974	-0.186737089	-0.08081827
-3.68	10.2204895	8.670099258	-0.006904509	2.48E-07	2.356313467	0.554073811	-0.186581878	-0.080634688
-3.67	10.17343712	8.659033775	-0.006904507	2.48E-07	2.349903822	0.552566528	-0.186425475	-0.080451105
-3.66	10.12649155	8.647994995	-0.006904504	2.48E-07	2.343491793	0.551058769	-0.186268834	-0.080267046
-3.65	10.07969284	8.636989594	-0.006904502	2.48E-07	2.337081909	0.549551487	-0.186111478	-0.080082987
-3.64	10.03300476	8.626011848	-0.0069045	2.48E-07	2.330669403	0.548043668	-0.185952691	-0.079898451
-3.63	9.986462593	8.615067482	-0.006904497	2.48E-07	2.32425952	0.546536446	-0.185794143	-0.079713915
-3.62	9.940031052	8.604148865	-0.006904495	2.48E-07	2.317847252	0.545028567	-0.185634164	-0.079529022
-3.61	9.893743515	8.593266487	-0.006904492	2.48E-07	2.31143713	0.543521285	-0.185473708	-0.079344009
-3.6	9.847568512	8.582407951	-0.006904489	2.48E-07	2.305024624	0.542013526	-0.185312299	-0.079158638
-3.59	9.801538467	8.571584702	-0.006904488	2.48E-07	2.29861474	0.540506184	-0.185150651	-0.078973149
-3.58	9.755636215	8.560791016	-0.006904485	2.48E-07	2.292204857	0.538998961	-0.184987573	-0.078787182
-3.57	9.709845543	8.550023079	-0.006904482	2.48E-07	2.285792351	0.537491083	-0.184824256	-0.078601216
-3.56	9.664199829	8.539289475	-0.006904479	2.48E-07	2.279382229	0.535983801	-0.184659509	-0.078415011
-3.55	9.618665695	8.528582573	-0.006904477	2.48E-07	2.2729702	0.534475982	-0.184495	-0.078228448
-3.54	9.57327652	8.517910004	-0.006904475	2.48E-07	2.266560078	0.53296876	-0.184329061	-0.078041766
-3.53	9.527999878	8.507263184	-0.006904472	2.48E-07	2.260147572	0.531460941	-0.184162168	-0.077854727
-3.52	9.482867241	8.496650696	-0.006904469	2.48E-07	2.253737688	0.529953659	-0.183994798	-0.077667569
-3.51	9.437847138	8.486064911	-0.006904467	2.48E-07	2.24732542	0.52844584	-0.183826713	-0.077480172
-3.5	9.392972946	8.475512505	-0.006904464	2.48E-07	2.240916014	0.526938677	-0.183657674	-0.077292536
-3.49	9.348226547	8.464990616	-0.006904462	2.48E-07	2.23450613	0.525431454	-0.18348792	-0.077104543
-3.48	9.303592682	8.454496384	-0.00690446	2.48E-07	2.228094339	0.523923695	-0.183317212	-0.076916431
-3.47	9.259101868	8.444033623	-0.006904458	2.48E-07	2.221684456	0.522416532	-0.183145551	-0.076728199
-3.46	9.214724541	8.433599472	-0.006904455	2.48E-07	2.215272427	0.520908713	-0.182973174	-0.07653961
-3.45	9.170492172	8.423197746	-0.006904452	2.48E-07	2.208862782	0.51940155	-0.182799844	-0.076350783
-3.44	9.126371384	8.412822723	-0.006904449	2.48E-07	2.202450991	0.517893791	-0.182626037	-0.076161717
-3.43	9.0823946	8.402482033	-0.006904447	2.48E-07	2.196041107	0.516386628	-0.182451515	-0.075972412
-3.42	9.038547516	8.392170906	-0.006904445	2.48E-07	2.189631462	0.514879465	-0.1822758	-0.07578287
-3.41	8.994809151	8.381886482	-0.006904443	2.48E-07	2.183219433	0.513371706	-0.182098894	-0.075593089
-3.4	8.951217651	8.371636391	-0.00690444	2.48E-07	2.176809788	0.511864424	-0.181921987	-0.075403188
-3.39	8.907736778	8.361411095	-0.006904438	2.48E-07	2.17039752	0.510356665	-0.181743173	-0.075212811
-3.38	8.864398956	8.351221085	-0.006904434	2.48E-07	2.163987637	0.508849382	-0.181564597	-0.075022314
-3.37	8.821174622	8.341056824	-0.006904433	2.48E-07	2.157575369	0.507341623	-0.181384115	-0.074831699
-3.36	8.778093338	8.330926895	-0.00690443	2.48E-07	2.151165485	0.505834341	-0.181203393	-0.074640726
-3.35	8.735123634	8.320821762	-0.006904427	2.48E-07	2.144752979	0.504326463	-0.181021718	-0.074449633
-3.34	8.692298889	8.310751915	-0.006904425	2.48E-07	2.138342857	0.5028193	-0.18083909	-0.074258183
-3.33	8.64960289	8.300712585	-0.006904423	2.48E-07	2.131933212	0.501312017	-0.180655746	-0.074066494
-3.32	8.607017517	8.290699005	-0.00690442	2.48E-07	2.125520706	0.499804139	-0.180470971	-0.073874687
-3.31	8.564578056	8.280719757	-0.006904417	2.48E-07	2.119111061	0.498296946	-0.180285959	-0.073682521
-3.3	8.522251129	8.270766258	-0.006904416	2.48E-07	2.112699032	0.496789098	-0.180099754	-0.073490237
-3.29	8.480067253	8.260847092	-0.006904412	2.48E-07	2.10628891	0.495281875	-0.179912595	-0.073297714
-3.28	8.437996864	8.250954628	-0.00690441	2.48E-07	2.099876642	0.493774116	-0.179724721	-0.073104714
-3.27	8.396072388	8.241096497	-0.006904407	2.48E-07	2.093467236	0.492266864	-0.179535179	-0.072911833
-3.26	8.354259491	8.231264114	-0.006904406	2.48E-07	2.087054968	0.490759105	-0.179345159	-0.072718714
-3.25	8.312589645	8.221466065	-0.006904402	2.48E-07	2.080645561	0.489251971	-0.179154424	-0.072525237
-3.24	8.2710495	8.211698532	-0.0069044	2.48E-07	2.074235916	0.487744778	-0.178962259	-0.072331522
-3.23	8.229621887	8.201956749	-0.006904397	2.48E-07	2.067823887	0.486237049	-0.178769378	-0.072137688
-3.22	8.188337326	8.192249298	-0.006904395	2.48E-07	2.06141448	0.484729856	-0.178575544	-0.071943496
-3.21	8.147165299	8.182567596	-0.006904393	2.48E-07	2.055002213	0.483222097	-0.178380517	-0.071749066
-3.2	8.106137276	8.172920227	-0.00690439	2.48E-07	2.048592567	0.481714934	-0.178184776	-0.071554635
-3.19	8.065220833	8.163298607	-0.006904388	2.48E-07	2.0421803	0.480207086	-0.177987604	-0.071359728
-3.18	8.024448395	8.153711319	-0.006904386	2.48E-07	2.035770416	0.478699923	-0.177789955	-0.071164702
-3.17	7.983803749	8.144155502	-0.006904382	2.48E-07	2.029360771	0.47719264	-0.177591352	-0.070969437
-3.16	7.943271637	8.134622574	-0.00690438	2.48E-07	2.022948742	0.475684851	-0.177391319	-0.070773815
-3.15	7.902883053	8.125125885	-0.006904378	2.48E-07	2.01653862	0.474177599	-0.177190332	-0.070577954
-3.14	7.862607002	8.115655899	-0.006904376	2.48E-07	2.010126114	0.47266978	-0.17698863	-0.070382093
-3.13	7.82247448	8.106219292	-0.006904373	2.48E-07	2.00371623	0.471162498	-0.176785735	-0.070185755
-3.12	7.782454491	8.09680748	-0.00690437	2.48E-07	1.997303844	0.469654679	-0.176581649	-0.069989298
-3.11	7.74257803	8.087430954	-0.006904367	2.48E-07	1.990893841	0.468147397	-0.176376609	-0.069792603
-3.1	7.702815056	8.078081131	-0.006904365	2.48E-07	1.984481573	0.466639578	-0.176170377	-0.069595669
-3.09	7.663194656	8.06876564	-0.006904363	2.48E-07	1.97807157	0.465132296	-0.17596343	-0.069398616
-3.08	7.623703003	8.05947876	-0.00690436	2.48E-07	1.971661568	0.463625044	-0.175755052	-0.069201086
-3.07	7.584324837	8.050218582	-0.006904358	2.48E-07	1.9652493	0.462117165	-0.17554572	-0.069003437
-3.06	7.545089245	8.040992737	-0.006904355	2.48E-07	1.958839297	0.460609973	-0.175335435	-0.068805788
-3.05	7.50596714	8.031793594	-0.006904353	2.48E-07	1.952426791	0.459102124	-0.175124196	-0.068607663
-3.04	7.46698904	8.022628784	-0.006904351	2.48E-07	1.946016789	0.457594842	-0.174911527	-0.068409298
-3.03	7.428123474	8.01348877	-0.006904348	2.48E-07	1.939604521	0.456087053	-0.174697427	-0.068210815
-3.02	7.389401913	8.004384041	-0.006904346	2.48E-07	1.933194637	0.4545798	-0.174482612	-0.068012093
-3.01	7.350793839	7.995305538	-0.006904343	2.48E-07	1.92678237	0.453072012	-0.174266843	-0.067813252
