S	BETX	BETY	DX	DPX	ALFX	ALFY	MUX	MUY
-0.21	1.586926818	6.639965057	-0.006903647	2.48E-07	0.131744087	0.030978866	-0.02130702	-0.005036686
-0.2	1.584356546	6.639360428	-0.006903644	2.48E-07	0.125334382	0.029471666	-0.020303277	-0.004796956
-0.19	1.581913471	6.638785839	-0.006903642	2.48E-07	0.118922196	0.027963877	-0.019297866	-0.004557107
-0.18	1.579599381	6.638242245	-0.00690364	2.48E-07	0.112512402	0.026456652	-0.018291024	-0.004317377
-0.17	1.577413797	6.637727737	-0.006903637	2.48E-07	0.106102556	0.024949415	-0.017282514	-0.004077767
-0.16	1.575355411	6.637244225	-0.006903635	2.48E-07	0.099690229	0.023441589	-0.016272811	-0.003837918
-0.15	1.573426008	6.636790276	-0.006903633	2.48E-07	0.09328033	0.021934336	-0.015261916	-0.003598188
-0.14	1.571624041	6.636366844	-0.006903631	2.48E-07	0.086867951	0.020426504	-0.014249353	-0.00335822
-0.13	1.569951057	6.635972977	-0.006903627	2.48E-07	0.080458015	0.018919244	-0.013236551	-0.00311837
-0.12	1.568405628	6.635609627	-0.006903625	2.48E-07	0.074045643	0.017411411	-0.012221841	-0.002878521
-0.11	1.566988945	6.635276318	-0.006903622	2.48E-07	0.06763573	0.015904157	-0.011207132	-0.002638791
-0.1	1.565700054	6.634973049	-0.00690362	2.48E-07	0.061223399	0.014396332	-0.010190992	-0.002398823
-0.09	1.564539671	6.634700298	-0.006903618	2.48E-07	0.054813545	0.01288909	-0.009174852	-0.002159093
-0.08	1.563507557	6.634458065	-0.006903615	2.48E-07	0.048403733	0.01138186	-0.008158235	-0.001919244
-0.07	1.562603712	6.634244919	-0.006903613	2.48E-07	0.041991513	0.009874063	-0.007140187	-0.001679157
-0.06	1.561828017	6.634062767	-0.006903611	2.48E-07	0.035581779	0.008366849	-0.006121902	-0.001439308
-0.05	1.561180353	6.633911133	-0.006903608	2.48E-07	0.02916963	0.006859071	-0.005102662	-0.001199458
-0.04	1.560661078	6.633788586	-0.006903605	2.48E-07	0.022759974	0.005351876	-0.004083661	-0.000959609
-0.03	1.560269833	6.633697033	-0.006903603	2.48E-07	0.016347911	0.003844115	-0.003063707	-0.000719641
-0.02	1.560007095	6.633635521	-0.0069036	2.48E-07	0.00993833	0.002336939	-0.002043037	-0.000479792
-0.01	1.559872508	6.633603573	-0.006903598	2.48E-07	0.003528789	0.000829772	-0.00102189	-0.000239943
0.00	1.559870000	6.633603000	-0.0069036	8.35E-08	0.000000000	0.000000000	0.00000000	0.000000000
0.01	1.559917331	6.633615017	-0.006903843	8.35E-08	-0.006410863	-0.001507477	0.00102189	0.000239943
0.02	1.560109615	6.633659363	-0.006903842	8.35E-08	-0.012821723	-0.003014955	0.002043121	0.000479877
0.03	1.56043005	6.633734703	-0.006903841	8.35E-08	-0.019232582	-0.004522432	0.003063693	0.000719803
0.04	1.560878992	6.633840561	-0.00690384	8.35E-08	-0.025643442	-0.00602991	0.004083607	0.00095972
0.05	1.561455965	6.633975983	-0.006903839	8.35E-08	-0.032054301	-0.007537386	0.005102862	0.001199629
0.06	1.562160969	6.634141922	-0.006903838	8.35E-08	-0.038465161	-0.009044863	0.006121459	0.001439529
0.07	1.56299448	6.634337902	-0.006903838	8.35E-08	-0.04487602	-0.010552341	0.007139396	0.00167942
0.08	1.563956142	6.6345644	-0.006903837	8.35E-08	-0.051286876	-0.012059819	0.008156675	0.001919303
0.09	1.565046072	6.634820461	-0.006903836	8.35E-08	-0.05769774	-0.013567297	0.009173295	0.002159177
0.1	1.566264033	6.635106564	-0.006903836	8.35E-08	-0.064108595	-0.015074773	0.010189256	0.002399043
0.11	1.567610502	6.635423183	-0.006903835	8.35E-08	-0.070519462	-0.016582251	0.011204543	0.0026389
0.12	1.569084883	6.635770321	-0.006903834	8.35E-08	-0.076930322	-0.018089727	0.012219067	0.002878747
0.13	1.570687652	6.636146545	-0.006903833	8.35E-08	-0.083341174	-0.019597206	0.013232729	0.003118582
0.14	1.572418451	6.636553764	-0.006903832	8.35E-08	-0.089752041	-0.021104682	0.01424543	0.003358405
0.15	1.574277759	6.636991024	-0.006903831	8.35E-08	-0.0961629	-0.022612158	0.01525706	0.003598213
0.16	1.576264858	6.637458324	-0.00690383	8.35E-08	-0.102573752	-0.024119638	0.016267527	0.003838006
0.17	1.578380466	6.637955666	-0.006903829	8.35E-08	-0.108984619	-0.025627114	0.017276723	0.004077783
0.18	1.580624461	6.638482571	-0.006903829	8.35E-08	-0.115395479	-0.02713459	0.018284544	0.00431754
0.19	1.582996368	6.639040947	-0.006903827	8.35E-08	-0.121806338	-0.028642071	0.019290894	0.004557279
0.2	1.585496664	6.63962841	-0.006903827	8.35E-08	-0.128217191	-0.030149546	0.020295667	0.004796996
0.21	1.588124991	6.640246868	-0.006903825	8.35E-08	-0.134628058	-0.031657025	0.02129877	0.005036691
0.22	1.590881705	6.640895367	-0.006903825	8.35E-08	-0.14103891	-0.033164501	0.02230013	0.005276363
0.23	1.59376657	6.641573906	-0.006903824	8.35E-08	-0.147449777	-0.034671977	0.023299679	0.005516009
0.24	1.596779704	6.642281532	-0.006903823	8.35E-08	-0.153860644	-0.036179453	0.024297357	0.005755631
0.25	1.599921107	6.64302063	-0.006903823	8.35E-08	-0.160271496	-0.037686937	0.025293089	0.005995227
0.26	1.603190661	6.643789291	-0.006903823	8.35E-08	-0.166682348	-0.039194413	0.026286822	0.006234794
0.27	1.606588244	6.644588471	-0.006903821	8.35E-08	-0.173093185	-0.040701889	0.027278476	0.006474334
0.28	1.610114336	6.64541769	-0.006903821	8.35E-08	-0.179504067	-0.042209365	0.028267998	0.006713844
0.29	1.613768458	6.646276474	-0.006903819	8.35E-08	-0.185914934	-0.04371684	0.029255308	0.006953323
0.3	1.61755085	6.647166252	-0.006903819	8.35E-08	-0.192325801	-0.045224316	0.030240353	0.007192773
0.31	1.62146163	6.648086071	-0.006903818	8.35E-08	-0.198736653	-0.046731796	0.031223059	0.007432189
0.32	1.625500441	6.649035931	-0.006903817	8.35E-08	-0.205147505	-0.048239272	0.032203376	0.00767157
0.33	1.629667521	6.650015831	-0.006903816	8.35E-08	-0.211558372	-0.049746748	0.03318122	0.007910918
0.34	1.633962631	6.651025295	-0.006903816	8.35E-08	-0.217969239	-0.051254228	0.034156546	0.008150231
0.35	1.63838613	6.652065277	-0.006903815	8.35E-08	-0.224380121	-0.0527617	0.035129279	0.008389507
0.36	1.642937899	6.653136253	-0.006903814	8.35E-08	-0.230790958	-0.054269176	0.036099363	0.008628745
0.37	1.647617698	6.65423584	-0.006903813	8.35E-08	-0.23720181	-0.055776667	0.037066735	0.008867943
0.38	1.652425766	6.655366898	-0.006903812	8.35E-08	-0.243612677	-0.057284132	0.038031325	0.009107102
0.39	1.657362223	6.656527519	-0.006903811	8.35E-08	-0.250023544	-0.058791608	0.038993076	0.009346218
0.4	1.66242671	6.657718658	-0.00690381	8.35E-08	-0.256434411	-0.060299084	0.039951921	0.009585293
0.41	1.667619467	6.658939362	-0.00690381	8.35E-08	-0.262845278	-0.061806571	0.040907808	0.009824324
0.42	1.672940612	6.660190582	-0.00690381	8.35E-08	-0.269256145	-0.06331405	0.041860677	0.010063311
0.43	1.678389907	6.661471844	-0.006903808	8.35E-08	-0.275666982	-0.064821526	0.042810477	0.010302252
0.44	1.683967352	6.662783623	-0.006903808	8.35E-08	-0.282077849	-0.066329002	0.043757167	0.010541149
0.45	1.689672947	6.664124966	-0.006903806	8.35E-08	-0.288488686	-0.067836478	0.04470069	0.010779996
0.46	1.695506811	6.66549778	-0.006903806	8.35E-08	-0.294899583	-0.069343954	0.045641001	0.011018796
0.47	1.701468945	6.666899681	-0.006903805	8.35E-08	-0.30131042	-0.070851438	0.04657805	0.011257544
0.48	1.707559347	6.668331146	-0.006903804	8.35E-08	-0.307721257	-0.072358914	0.047511786	0.011496242
0.49	1.7137779	6.669793606	-0.006903803	8.35E-08	-0.314132154	-0.07386639	0.048442166	0.01173489
0.5	1.720124602	6.671285152	-0.006903803	8.35E-08	-0.320542991	-0.075373866	0.049369138	0.011973484
0.51	1.726599574	6.672808647	-0.006903802	8.35E-08	-0.326953828	-0.076881349	0.050292652	0.012212023
0.52	1.733202815	6.674360275	-0.006903801	8.35E-08	-0.333364695	-0.078388825	0.051212676	0.012450508
0.53	1.739934206	6.675943375	-0.006903799	8.35E-08	-0.339775562	-0.079896301	0.052129157	0.012688937
0.54	1.746793747	6.677556038	-0.006903799	8.35E-08	-0.3461864	-0.081403777	0.053042077	0.012927309
0.55	1.753781676	6.679199219	-0.006903798	8.35E-08	-0.352597326	-0.082911253	0.053951394	0.013165623
0.56	1.760897636	6.680873394	-0.006903797	8.35E-08	-0.359008133	-0.084418729	0.05485706	0.01340388
0.57	1.768141985	6.682576656	-0.006903797	8.35E-08	-0.365419	-0.085926205	0.055759039	0.013642072
0.58	1.775514364	6.684309959	-0.006903796	8.35E-08	-0.371829838	-0.087433688	0.056657314	0.013880204
0.59	1.783015132	6.686073303	-0.006903795	8.35E-08	-0.378240675	-0.088941157	0.057551824	0.014118276
0.6	1.79064393	6.687867641	-0.006903793	8.35E-08	-0.384651542	-0.09044864	0.058442544	0.014356284
0.61	1.798401237	6.689691544	-0.006903793	8.35E-08	-0.391062468	-0.091956124	0.05932945	0.014594227
0.62	1.806286573	6.691545487	-0.006903792	8.35E-08	-0.397473306	-0.093463592	0.060212486	0.014832106
0.63	1.81430006	6.693429947	-0.006903791	8.35E-08	-0.403884143	-0.094971076	0.061091654	0.015069916
0.64	1.822441936	6.695344448	-0.006903791	8.35E-08	-0.41029501	-0.096478544	0.061966911	0.015307661
0.65	1.83071208	6.697289467	-0.00690379	8.35E-08	-0.416705847	-0.097986035	0.062838249	0.015545337
0.66	1.839110136	6.69926405	-0.006903788	8.35E-08	-0.423116744	-0.099493504	0.063705631	0.015782941
0.67	1.847636581	6.70126915	-0.006903788	8.35E-08	-0.429527581	-0.101000987	0.064569026	0.016020477
0.68	1.856291294	6.703303814	-0.006903786	8.35E-08	-0.435938478	-0.10250847	0.065428436	0.016257944
0.69	1.865074396	6.705369473	-0.006903786	8.35E-08	-0.442349315	-0.104015939	0.066283815	0.016495334
0.7	1.873985171	6.707465172	-0.006903785	8.35E-08	-0.448760212	-0.10552343	0.067135125	0.016732652
0.71	1.883024693	6.709590912	-0.006903784	8.35E-08	-0.455171049	-0.107030891	0.067982376	0.016969893
0.72	1.892192364	6.711746216	-0.006903783	8.35E-08	-0.461581886	-0.108538374	0.068825528	0.01720706
0.73	1.901487827	6.713932037	-0.006903783	8.35E-08	-0.467992753	-0.110045843	0.069664583	0.017444149
0.74	1.910911799	6.7161479	-0.006903782	8.35E-08	-0.47440362	-0.111553334	0.070499517	0.017681165
0.75	1.920464039	6.71839428	-0.006903781	8.35E-08	-0.480814457	-0.113060795	0.071330316	0.017918099
0.76	1.93014431	6.720670223	-0.00690378	8.35E-08	-0.487225354	-0.114568278	0.072156973	0.018154951
0.77	1.939953208	6.722977638	-0.00690378	8.35E-08	-0.493636191	-0.116075747	0.072979473	0.018391725
0.78	1.949889898	6.72531414	-0.006903779	8.35E-08	-0.500047088	-0.117583238	0.073797792	0.018628415
0.79	1.959955096	6.727680206	-0.006903778	8.35E-08	-0.506457865	-0.119090706	0.074611932	0.018865025
0.8	1.970148087	6.730077267	-0.006903777	8.35E-08	-0.512868762	-0.12059819	0.075421862	0.019101549
0.81	1.980469704	6.732504845	-0.006903776	8.35E-08	-0.519279659	-0.122105658	0.076227598	0.019337991
0.82	1.990919352	6.734961987	-0.006903776	8.35E-08	-0.525690556	-0.123613149	0.077029102	0.019574348
0.83	2.001497269	6.737449169	-0.006903774	8.35E-08	-0.532101393	-0.12512061	0.077826396	0.019810613
0.84	2.012203217	6.739966393	-0.006903774	8.35E-08	-0.53851223	-0.126628101	0.078619443	0.020046795
0.85	2.023037672	6.74251461	-0.006903773	8.35E-08	-0.544923067	-0.128135592	0.079408273	0.020282885
0.86	2.034000158	6.745092392	-0.006903773	8.35E-08	-0.551333904	-0.129643053	0.080192864	0.020518888
0.87	2.045091152	6.747699738	-0.006903771	8.35E-08	-0.557744861	-0.131150544	0.080973223	0.020754799
0.88	2.056310177	6.750338554	-0.00690377	8.35E-08	-0.564155698	-0.132658005	0.081749342	0.020990618
0.89	2.067657471	6.753005981	-0.006903769	8.35E-08	-0.570566595	-0.134165496	0.082521208	0.021226347
0.9	2.079132795	6.755704403	-0.006903769	8.35E-08	-0.576977372	-0.135672957	0.083288826	0.021461977
0.91	2.090736389	6.758433342	-0.006903768	8.35E-08	-0.583388209	-0.137180448	0.08405219	0.021697518
0.92	2.102468491	6.761191845	-0.006903767	8.35E-08	-0.589799166	-0.138687939	0.084811293	0.02193296
0.93	2.114328384	6.763980389	-0.006903767	8.35E-08	-0.596210003	-0.140195414	0.085566148	0.022168307
0.94	2.126316547	6.76679945	-0.006903765	8.35E-08	-0.60262084	-0.14170289	0.086316764	0.022403557
0.95	2.138433218	6.769648552	-0.006903765	8.35E-08	-0.609031677	-0.143210366	0.087063156	0.022638707
0.96	2.150678158	6.772527695	-0.006903764	8.35E-08	-0.615442574	-0.144717842	0.087805294	0.022873756
0.97	2.16305089	6.775437355	-0.006903763	8.35E-08	-0.621853411	-0.146225303	0.088543199	0.023108706
0.98	2.175551891	6.778377056	-0.006903762	8.35E-08	-0.628264248	-0.147732779	0.08927688	0.023343556
0.99	2.1881814	6.781346798	-0.006903761	8.35E-08	-0.634675086	-0.149240255	0.090006337	0.023578301
1	2.200939179	6.784346581	-0.00690376	8.35E-08	-0.641085982	-0.150747746	0.090731561	0.023812946
1.01	2.213825226	6.787376404	-0.006903759	8.35E-08	-0.64749682	-0.152255207	0.091452584	0.024047485
1.02	2.226839066	6.790435791	-0.006903758	8.35E-08	-0.653907657	-0.153762698	0.092169397	0.024281917
1.03	2.239981413	6.793527126	-0.006903758	8.35E-08	-0.660318553	-0.155270159	0.092882	0.024516245
1.04	2.253251791	6.796647072	-0.006903757	8.35E-08	-0.666729391	-0.15677765	0.093590424	0.024750467
1.05	2.266650677	6.799798012	-0.006903756	8.35E-08	-0.673140228	-0.158285111	0.094294667	0.02498458
1.06	2.280177355	6.802978516	-0.006903755	8.35E-08	-0.679551125	-0.159792602	0.094994746	0.025218584
1.07	2.293832302	6.806189537	-0.006903755	8.35E-08	-0.685961962	-0.161300063	0.095690668	0.025452476
1.08	2.307615757	6.809430122	-0.006903753	8.35E-08	-0.692372918	-0.162807524	0.096382432	0.02568626
1.09	2.321527481	6.812702179	-0.006903752	8.35E-08	-0.698783815	-0.16431503	0.097070068	0.025919933
1.1	2.335567474	6.816003323	-0.006903752	8.35E-08	-0.705194652	-0.165822506	0.09775357	0.02615349
1.11	2.34973526	6.819334984	-0.006903751	8.35E-08	-0.711605489	-0.167329997	0.098432951	0.026386937
1.12	2.364031315	6.822696686	-0.00690375	8.35E-08	-0.718016386	-0.168837458	0.099108234	0.026620267
1.13	2.378455877	6.826088905	-0.006903749	8.35E-08	-0.724427164	-0.170344919	0.099779412	0.026853483
1.14	2.393008709	6.829509735	-0.006903749	8.35E-08	-0.730838001	-0.17185241	0.100446522	0.027086576
1.15	2.407689333	6.832962036	-0.006903748	8.35E-08	-0.737248898	-0.173359901	0.101109587	0.027319558
1.16	2.422498226	6.836444378	-0.006903747	8.35E-08	-0.743659735	-0.174867362	0.101768583	0.027552422
1.17	2.437435627	6.839957237	-0.006903746	8.35E-08	-0.750070572	-0.176374838	0.102423564	0.027785165
1.18	2.452501297	6.843500137	-0.006903745	8.35E-08	-0.756481409	-0.177882314	0.103074513	0.028017789
1.19	2.467694998	6.847072601	-0.006903745	8.35E-08	-0.762892246	-0.179389775	0.103721462	0.028250292
1.2	2.483016968	6.850675583	-0.006903743	8.35E-08	-0.769303083	-0.180897266	0.104364425	0.028482674
1.21	2.498466969	6.854308605	-0.006903743	8.35E-08	-0.77571404	-0.182404742	0.105003417	0.028714933
1.22	2.514045715	6.857972145	-0.006903742	8.35E-08	-0.782124937	-0.183912247	0.105638459	0.028947068
1.23	2.529752255	6.861664772	-0.006903741	8.35E-08	-0.788535774	-0.185419709	0.106269553	0.02917908
1.24	2.545587063	6.86538887	-0.006903741	8.35E-08	-0.794946611	-0.186927185	0.106896728	0.029410966
1.25	2.56155014	6.869142532	-0.00690374	8.35E-08	-0.801357508	-0.18843466	0.107520007	0.029642722
1.26	2.57764101	6.872926235	-0.006903739	8.35E-08	-0.807768345	-0.189942122	0.108139366	0.029874355
1.27	2.593860626	6.876740456	-0.006903738	8.35E-08	-0.814179301	-0.191449612	0.108754888	0.030105857
1.28	2.610208511	6.88058424	-0.006903737	8.35E-08	-0.820590198	-0.192957088	0.109366559	0.030337235
1.29	2.626684189	6.884458542	-0.006903737	8.35E-08	-0.827001035	-0.194464564	0.109974384	0.030568479
1.3	2.643288612	6.888362408	-0.006903736	8.35E-08	-0.833411872	-0.195972055	0.110578403	0.030799594
1.31	2.660020828	6.892297268	-0.006903734	8.35E-08	-0.83982271	-0.197479531	0.111178607	0.031030577
1.32	2.676881313	6.896262169	-0.006903734	8.35E-08	-0.846233547	-0.198987007	0.111775041	0.031261429
1.33	2.693870306	6.900256634	-0.006903733	8.35E-08	-0.852644444	-0.200494498	0.112367719	0.031492144
1.34	2.710987091	6.904281616	-0.006903732	8.35E-08	-0.859055221	-0.202001959	0.112956666	0.031722728
1.35	2.728232384	6.908336639	-0.006903731	8.35E-08	-0.865466237	-0.20350945	0.113541886	0.031953178
1.36	2.745605946	6.91242218	-0.00690373	8.35E-08	-0.871876955	-0.205016941	0.114123397	0.032183494
1.37	2.7631073	6.916537285	-0.00690373	8.35E-08	-0.878287911	-0.206524417	0.114701226	0.032413669
1.38	2.780737639	6.920683861	-0.006903728	8.35E-08	-0.884698749	-0.208031893	0.115275398	0.032643709
1.39	2.798495293	6.924859047	-0.006903728	8.35E-08	-0.891109645	-0.209539354	0.115845934	0.032873608
1.4	2.81638217	6.929064751	-0.006903727	8.35E-08	-0.897520423	-0.211046845	0.116412841	0.033103369
1.41	2.834396362	6.933300972	-0.006903726	8.35E-08	-0.90393126	-0.212554321	0.116976157	0.033332996
1.42	2.852539063	6.937567711	-0.006903725	8.35E-08	-0.910342157	-0.214061782	0.117535859	0.033562474
1.43	2.87081027	6.94186306	-0.006903724	8.35E-08	-0.916752994	-0.215569258	0.11809203	0.033791814
1.44	2.889209509	6.946189404	-0.006903724	8.35E-08	-0.923163891	-0.217076749	0.118644655	0.034021009
1.45	2.90773654	6.950545311	-0.006903722	8.35E-08	-0.929574728	-0.218584225	0.119193763	0.034250066
1.46	2.926392317	6.954932213	-0.006903721	8.35E-08	-0.935985506	-0.220091686	0.119739354	0.034478974
1.47	2.945175886	6.959349632	-0.006903721	8.35E-08	-0.942396402	-0.221599162	0.120281488	0.034707736
1.48	2.964088202	6.963796616	-0.00690372	8.35E-08	-0.948807418	-0.223106653	0.120820165	0.034936357
1.49	2.983128309	6.968274117	-0.006903719	8.35E-08	-0.955218256	-0.224614143	0.121355385	0.035164833
1.5	3.002297163	6.972781181	-0.006903718	8.35E-08	-0.961629152	-0.226121634	0.1218872	0.03539316
1.51	3.021593571	6.97731781	-0.006903717	8.35E-08	-0.96803993	-0.227629066	0.122415625	0.035621334
1.52	3.041018248	6.98188591	-0.006903717	8.35E-08	-0.974450767	-0.229136556	0.12294066	0.035849363
1.53	3.060571432	6.986484528	-0.006903715	8.35E-08	-0.980861604	-0.230644018	0.123462342	0.036077239
1.54	3.080253124	6.991111279	-0.006903715	8.35E-08	-0.987272441	-0.232151493	0.123980694	0.036304973
1.55	3.10006237	6.995770454	-0.006903715	8.35E-08	-0.993683338	-0.233658999	0.124495737	0.036532544
1.56	3.119999886	7.000458717	-0.006903714	8.35E-08	-1.000094175	-0.23516646	0.12500748	0.036759973
1.57	3.140065908	7.005176544	-0.006903713	8.35E-08	-1.006505013	-0.236673921	0.125515968	0.036987245
1.58	3.160260201	7.009925365	-0.006903711	8.35E-08	-1.01291585	-0.238181397	0.126021192	0.037214361
1.59	3.180582762	7.014703751	-0.006903711	8.35E-08	-1.019326687	-0.239688903	0.126523197	0.037441328
1.6	3.201033115	7.01951313	-0.006903711	8.35E-08	-1.025737524	-0.241196379	0.127021998	0.037668135
1.61	3.221612454	7.024352074	-0.006903709	8.35E-08	-1.03214848	-0.242703855	0.127517611	0.037894793
1.62	3.242319107	7.029221535	-0.006903708	8.35E-08	-1.038559437	-0.244211316	0.12801005	0.038121291
1.63	3.263154507	7.03412056	-0.006903708	8.35E-08	-1.044970274	-0.245718807	0.128499344	0.038347628
1.64	3.284118414	7.039049149	-0.006903706	8.35E-08	-1.051380992	-0.247226283	0.128985524	0.038573816
1.65	3.305209875	7.044009686	-0.006903706	8.35E-08	-1.057791948	-0.248733759	0.129468605	0.038799837
1.66	3.326429844	7.04899931	-0.006903705	8.35E-08	-1.064202786	-0.25024122	0.129948586	0.039025698
1.67	3.347777367	7.054018974	-0.006903704	8.35E-08	-1.070613623	-0.251748711	0.130425513	0.039251402
1.68	3.369254112	7.059069634	-0.006903703	8.35E-08	-1.07702446	-0.253256202	0.130899414	0.039476946
1.69	3.39085865	7.06414938	-0.006903702	8.35E-08	-1.083435416	-0.254763663	0.131370276	0.03970233
1.7	3.412591696	7.069260597	-0.006903702	8.35E-08	-1.089846373	-0.256271124	0.131838143	0.03992755
1.71	3.434452534	7.074399948	-0.006903702	8.35E-08	-1.096257091	-0.257778615	0.132303029	0.040152602
1.72	3.456441641	7.07957077	-0.0069037	8.35E-08	-1.102667928	-0.259286106	0.132764965	0.040377494
1.73	3.478559494	7.08477211	-0.0069037	8.35E-08	-1.109078884	-0.260793597	0.133223966	0.040602218
1.74	3.500805616	7.09000349	-0.006903698	8.35E-08	-1.115489721	-0.262301087	0.133680046	0.040826779
1.75	3.523179054	7.095264435	-0.006903698	8.35E-08	-1.121900559	-0.263808549	0.13413322	0.041051175
1.76	3.545681	7.10055542	-0.006903697	8.35E-08	-1.128311515	-0.265316039	0.134583518	0.041275401
1.77	3.568311691	7.105876923	-0.006903696	8.35E-08	-1.134722352	-0.26682353	0.13503097	0.041499462
1.78	3.591070652	7.111227989	-0.006903695	8.35E-08	-1.14113307	-0.268331021	0.135475576	0.041723356
1.79	3.613957167	7.116609573	-0.006903694	8.35E-08	-1.147544026	-0.269838482	0.135917366	0.041947078
1.8	3.636972189	7.122021675	-0.006903693	8.35E-08	-1.153954744	-0.271345943	0.136356369	0.042170629
1.81	3.660115242	7.127463818	-0.006903693	8.35E-08	-1.160365701	-0.272853434	0.136792585	0.042394012
1.82	3.683386564	7.132935524	-0.006903692	8.35E-08	-1.166776538	-0.274360925	0.13722603	0.042617224
1.83	3.706786156	7.138438225	-0.00690369	8.35E-08	-1.173187494	-0.275868356	0.137656763	0.042840265
1.84	3.730313778	7.14397049	-0.006903689	8.35E-08	-1.179598332	-0.277375877	0.138084769	0.043063134
1.85	3.753969908	7.149532318	-0.006903689	8.35E-08	-1.186009169	-0.278883338	0.138510078	0.043285828
1.86	3.777754307	7.155126095	-0.006903688	8.35E-08	-1.192420006	-0.280390829	0.138932705	0.043508351
1.87	3.801666975	7.160749435	-0.006903687	8.35E-08	-1.198830843	-0.28189829	0.139352679	0.043730702
1.88	3.825707436	7.166401863	-0.006903687	8.35E-08	-1.20524168	-0.283405781	0.139770001	0.043952875
1.89	3.849876881	7.172084808	-0.006903686	8.35E-08	-1.211652517	-0.284913242	0.140184701	0.044174865
1.9	3.874173641	7.177798271	-0.006903685	8.35E-08	-1.218063355	-0.286420733	0.140596822	0.044396684
1.91	3.898599148	7.183541775	-0.006903684	8.35E-08	-1.224474192	-0.287928194	0.141006336	0.044618335
1.92	3.923152685	7.189315796	-0.006903683	8.35E-08	-1.230885029	-0.289435685	0.141413286	0.044839796
1.93	3.947834015	7.195119381	-0.006903683	8.35E-08	-1.237295866	-0.290943146	0.141817704	0.045061089
1.94	3.972644329	7.200953484	-0.006903681	8.35E-08	-1.243706822	-0.292450607	0.142219588	0.045282196
1.95	3.997582436	7.206816673	-0.00690368	8.35E-08	-1.25011754	-0.293958068	0.142618954	0.045503125
1.96	4.022648811	7.212711334	-0.00690368	8.35E-08	-1.256528378	-0.295465559	0.143015862	0.045723878
1.97	4.047843456	7.218635559	-0.006903678	8.35E-08	-1.262939334	-0.29697302	0.143410265	0.045944445
1.98	4.07316637	7.224589825	-0.006903678	8.35E-08	-1.269350171	-0.298480511	0.143802226	0.046164833
1.99	4.098617554	7.230575085	-0.006903677	8.35E-08	-1.275761128	-0.299988002	0.144191757	0.046385042
2	4.124197483	7.236589432	-0.006903676	8.35E-08	-1.282171965	-0.301495493	0.144578844	0.046605062
2.01	4.149904728	7.24263525	-0.006903676	8.35E-08	-1.288582802	-0.303002954	0.144963563	0.046824899
2.02	4.175740719	7.248710156	-0.006903675	8.35E-08	-1.294993758	-0.304510415	0.145345882	0.047044557
2.03	4.201704979	7.254815579	-0.006903675	8.35E-08	-1.301404476	-0.306017906	0.145725846	0.047264025
2.04	4.227796555	7.260950089	-0.006903674	8.35E-08	-1.307815433	-0.307525396	0.146103472	0.04748331
2.05	4.254016876	7.26711607	-0.006903673	8.35E-08	-1.31422627	-0.309032857	0.146478757	0.047702413
2.06	4.280365944	7.273312569	-0.006903672	8.35E-08	-1.320637226	-0.310540348	0.146851733	0.047921326
2.07	4.306842804	7.279537201	-0.00690367	8.35E-08	-1.327048063	-0.312047809	0.147222415	0.048140049
2.08	4.333447933	7.285793304	-0.00690367	8.35E-08	-1.333458901	-0.3135553	0.147590816	0.048358589
2.09	4.360180855	7.292079926	-0.006903669	8.35E-08	-1.339869738	-0.315062761	0.147956953	0.048576944
2.1	4.387042522	7.298395157	-0.006903668	8.35E-08	-1.346280456	-0.316570222	0.148320854	0.048795104
2.11	4.414031982	7.304742336	-0.006903667	8.35E-08	-1.352691412	-0.318077743	0.148682535	0.049013075
2.12	4.441149712	7.31111908	-0.006903667	8.35E-08	-1.359102249	-0.319585204	0.14904201	0.049230859
2.13	4.46839571	7.317526817	-0.006903666	8.35E-08	-1.365513206	-0.321092665	0.149399266	0.049448453
2.14	4.495770454	7.323964119	-0.006903666	8.35E-08	-1.371924162	-0.322600156	0.14975436	0.049665861
2.15	4.523272991	7.330430031	-0.006903664	8.35E-08	-1.37833488	-0.324107587	0.150107294	0.049883068
2.16	4.550903797	7.336926937	-0.006903663	8.35E-08	-1.384745598	-0.325615078	0.150458083	0.050100084
2.17	4.578662872	7.343455315	-0.006903663	8.35E-08	-1.391156673	-0.327122539	0.15080674	0.050316911
2.18	4.606550217	7.350012779	-0.006903661	8.35E-08	-1.39756763	-0.32863009	0.151153296	0.050533555
2.19	4.634565353	7.356599808	-0.006903661	8.35E-08	-1.403978586	-0.330137551	0.151497752	0.050749995
2.2	4.662709236	7.363217831	-0.006903661	8.35E-08	-1.410389423	-0.331645012	0.151840121	0.050966241
2.21	4.690980911	7.369865418	-0.00690366	8.35E-08	-1.41680038	-0.333152473	0.152180418	0.051182285
2.22	4.719381332	7.376544476	-0.006903659	8.35E-08	-1.423210979	-0.334659994	0.152518675	0.051398151
2.23	4.747909546	7.383252621	-0.006903657	8.35E-08	-1.429621935	-0.336167455	0.15285489	0.051613804
2.24	4.776566029	7.389990807	-0.006903657	8.35E-08	-1.436032653	-0.337674946	0.153189108	0.051829271
2.25	4.805351257	7.396759033	-0.006903656	8.35E-08	-1.442443609	-0.339182437	0.153521299	0.052044537
2.26	4.834264278	7.403558254	-0.006903655	8.35E-08	-1.448854446	-0.340689898	0.153851509	0.052259609
2.27	4.863305092	7.410387039	-0.006903654	8.35E-08	-1.455265284	-0.342197388	0.154179752	0.05247448
